Name,Date,Frequency,Flux Density,Uncertainty,Upper Limit,Source Paper,Instrument,"EMERLIN, VLBA, EVN make note",Explosion Date,Date Source,Distance (Mpc),Distance Uncertainty,Distance Source
2001ig,52779,8.6,1200,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52779,1.4,7700,700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
1993J,52782,43.315,667,1,*upper limit,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,52782,8.33,3943,207,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,52782,25,1928,237,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,52782,5,6962,429,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,52782,1.5,17377,1968,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,52782,0.33,62673,13793,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
2001gd,52782,0.33,3090,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52782,23.1,390,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52782,8.3,960,100,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2003bg,52783,4.86,32420,690,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnA,,,,,,
2003bg,52783,8.46,33850,710,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnA,,,,,,
2003bg,52783,15,17340,830,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnA,,,,,,
2003bg,52783,22.5,10700,2100,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnA,,,,,,
2001gd,52785,5,1670,100,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52785,1.5,3470,450,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
1993J,52803,1.28,20200,2110,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
1993J,52807,0.243,58200,11800,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",GMRT,,,,,,
1993J,52807,0.61,33400,4374,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
1993J,52807,0.243,58200,12977,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
2003bg,52807,22.5,21070,440,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52807,15,3214,680,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52807,4.86,39070,790,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52807,8.46,45740,920,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
1993J,52816,15,975,1,*upper limit,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,52816,25,816,1,*upper limit,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,52816,5,8349,424,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
2003bg,52821,1.43,9270,300,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52821,15,41020,840,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52821,4.86,47370,950,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52821,8.46,53940,1080,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52821,22.5,30190,1700,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52824,1.43,8770,360,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52824,15,40920,830,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52824,4.86,48810,980,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52824,8.46,54270,1090,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52834,1.43,10100,480,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52834,15,39240,810,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52834,4.86,52690,1060,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52834,8.46,54830,1100,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52849,1.43,11270,390,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52849,15,30880,630,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52849,8.46,48430,970,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52849,4.86,52810,1060,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52853,1.43,11380,440,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52853,15,29170,610,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52853,8.46,47430,950,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52853,4.86,50840,1020,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2001ig,52854,4.8,2000,200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52854,2.4,3800,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52854,1.4,6300,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52854,8.6,900,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2003bg,52873,1.43,12790,350,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52873,15,21060,480,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52873,22.5,11000,610,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52873,8.46,35760,720,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52873,4.86,45190,910,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,52893,1.43,14070,370,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52893,22.5,6590,430,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52893,15,16580,440,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52893,8.46,31350,630,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52893,4.86,40100,810,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52906,15,16540,390,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52906,1.43,17070,400,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52906,22.5,10130,480,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52906,8.46,28670,580,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52906,4.86,39650,800,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52919,4.86,36450,73,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52919,1.43,15940,340,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52919,15,15580,350,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52919,22.5,7840,470,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52919,8.46,27380,550,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,52934,22.5,9380,230,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52934,1.43,19310,490,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52934,8.46,24570,500,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52934,4.86,36530,740,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52947,22.5,7860,310,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52947,15,12710,350,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52947,8.46,2230,460,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52947,1.43,1923,480,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52947,4.86,34560,700,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2001ig,52950,4.8,1600,200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52950,2.4,3100,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52950,8.6,800,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52950,1.4,5100,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2003bg,52958,22.5,7790,250,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52958,15,11310,300,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52958,8.46,21670,440,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52958,1.43,23050,590,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52958,4.86,33370,680,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52977,22.5,7740,190,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52977,15,12020,280,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52977,8.46,21310,430,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52977,1.43,22990,540,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52977,4.86,33120,670,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52992,22.5,7760,190,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52992,15,11670,280,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52992,8.46,20880,420,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52992,1.43,24130,540,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,52992,4.86,33190,670,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53018,22.5,6840,190,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53018,15,11360,280,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53018,8.46,20330,410,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53018,1.43,24500,590,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53018,4.86,32900,660,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2004C,53027.65,8.5,1633,54,,Raf’s Unpublished data,VLA-B/C,,raf???,raaaafffff,Mean,,NED
2003bg,53029,22.5,5960,180,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53029,15,9080,260,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53029,8.46,19850,400,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53029,1.43,2830,610,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53029,4.86,31660,640,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2004C,53029.41,8.5,1676,42,,Raf’s Unpublished data,VLA-B/C,,,,Std. Dev,,NED
2004C,53029.41,4.9,556,55,,Raf’s Unpublished data,VLA-B/C,,,,32.069,,NED
2004C,53030.36,22,1582,67,,Raf’s Unpublished data,VLA-B/C,,,,5.267,,NED
1993J,53033,25,1792,191,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,53033,15,2492,215,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,53033,8.33,4513,241,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,53033,5,6973,376,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,53033,1.5,14359,1469,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
2003bg,53035,1.28,33900,3513,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",GMRT,,,,,,
2003bg,53038,0.619,47800,5819,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",GMRT,,,,,,
2003bg,53041,0.325,57800,8000,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam",GMRT,,,,,,
2003bg,53041,8.44,18960,70,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",VLA,,,,,,
2003bg,53041,4.885,30880,80,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",VLA,,,,,,
2003bg,53041,22.5,6560,80,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",VLA,,,,,,
2003bg,53041,14.97,9650,170,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",VLA,,,,,,
2003bg,53041,44.3,2230,260,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",VLA,,,,,,
2003bg,53041,1.465,23880,400,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",VLA,,,,,,
2003bg,53041,22.5,6720,160,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53041,15,9650,260,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53041,8.46,18840,380,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53041,43.3,3360,570,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53041,1.43,23880,620,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2003bg,53041,4.86,3090,630,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-CnB,,,,,,
2004C,53041.36,8.5,1893,35,,Raf’s Unpublished data,VLA-B/C,,,,24.8,,NED
2004C,53041.36,4.9,938,48,,Raf’s Unpublished data,VLA-B/C,,,,Min.,,NED
2004C,53041.36,22,1856,71,,Raf’s Unpublished data,VLA-B/C,,,,Max.,,NED
2003bg,53058,22.5,5720,170,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53058,15,9720,250,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53058,8.46,17140,350,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53058,4.86,28730,580,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53058,1.43,31990,760,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2004C,53069.4,8.5,4567,38,,Raf’s Unpublished data,VLA-C,,,,43.1,,NED
2004C,53069.4,22,5205,96,,Raf’s Unpublished data,VLA-C,,,,Median,,NED
2004C,53081.15,8.5,5957,54,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53081.15,4.9,2326,106,,Raf’s Unpublished data,VLA-C,,,,30.4,,NED
2004C,53081.15,22,5964,167,,Raf’s Unpublished data,VLA-C,,,,35,,SNE
2004C,53083.25,15,8284,153,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53088.21,8.5,7012,58,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53088.21,4.9,3101,78,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53088.21,22,6508,164,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53088.21,15,9016,219,,Raf’s Unpublished data,VLA-C,,,,,,
2003bg,53096,8.46,14610,300,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53096,22.5,7480,390,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53101,8.46,14490,310,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53101,4.86,23880,500,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2004C,53101.07,4.9,3952,102,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53101.07,15,9739,232,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53107.14,8.5,7661,59,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53107.14,4.9,3678,77,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53107.14,22,7196,151,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53107.14,15,10607,234,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53113.08,8.5,8258,59,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53113.08,4.9,3387,78,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53113.08,22,7017,172,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53113.08,15,10940,256,,Raf’s Unpublished data,VLA-C,,,,,,
2003bg,53116,22.5,2730,130,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53116,15,6410,250,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53116,8.46,14160,290,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53116,4.86,22960,470,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53125,15,5750,210,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53125,22.5,3050,240,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53125,8.46,13250,270,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53125,4.86,20980,430,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53125,1.43,24820,570,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53126,43.3,380,230,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53126,8.46,13080,270,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2004C,53127.14,8.5,7829,62,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53127.14,4.9,4473,82,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53127.14,22,7651,134,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53127.14,15,10151,219,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53137.18,8.5,9587,61,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53137.18,4.9,4927,80,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53137.18,22,7216,157,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53137.18,15,9983,247,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53154.16,8.5,8175,91,,Raf’s Unpublished data,VLA-C/D,,,,,,
2004C,53154.16,22,6075,130,,Raf’s Unpublished data,VLA-C/D,,,,,,
2004C,53154.16,15,7963,212,,Raf’s Unpublished data,VLA-C/D,,,,,,
2004C,53165.98,8.5,7942,58,,Raf’s Unpublished data,VLA-C/D,,,,,,
2004C,53165.98,4.9,5574,120,,Raf’s Unpublished data,VLA-C/D,,,,,,
2004C,53166.04,22,4341,91,,Raf’s Unpublished data,VLA-C/D,,,,,,
2004C,53166.04,15,6657,203,,Raf’s Unpublished data,VLA-C/D,,,,,,
2004C,53183.08,8.5,8889,109,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53183.08,4.9,8097,236,,Raf’s Unpublished data,VLA-D,,,,,,
2003bg,53184,8.46,10040,210,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53184,4.86,16200,340,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53184,15,6590,360,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53184,43.3,1310,380,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53184,22.5,3780,510,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53184,1.43,26600,760,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2004C,53189.05,8.5,7613,122,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53189.05,22,4267,123,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53211.98,8.5,7575,118,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53211.98,4.9,7808,238,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53212.02,15,3818,208,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53212.99,22,3682,375,,Raf’s Unpublished data,VLA-D,,,,,,
2003bg,53224,8.46,8920,220,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53224,4.86,14600,330,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53224,15,5720,400,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53224,22.5,3250,580,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,53224,1.43,23650,740,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2004C,53228.97,8.5,7156,130,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53228.97,22,2654,211,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53228.97,4.9,6505,249,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53229.02,15,4488,271,,Raf’s Unpublished data,VLA-D,,,,,,
1993J,53257,25,967,217,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,53257,8.33,3220,257,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,53257,5,5526,304,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,53257,15,2470,323,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,53257,1.5,11309,1142,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
1993J,53257,0.33,35500,8480,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
2001gd,53257,8.3,180,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,53257,15,790,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,53257,23.1,790,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,53257,1.5,1040,140,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2004C,53271.84,22,1722,171,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53271.84,15,2300,201,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53271.84,8.5,6084,239,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53271.84,4.9,8873,545,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53291.59,8.5,6487,74,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53291.59,22,2816,122,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53291.59,4.9,9423,128,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53291.59,15,3850,181,,Raf’s Unpublished data,VLA-A,,,,,,
2003bg,53323,8.46,6230,410,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,53323,22.5,2740,570,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,53323,15,4470,1080,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2004C,53330.67,22,1749,118,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53330.67,8.5,5091,120,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53330.67,4.9,7796,126,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53330.67,15,2978,198,,Raf’s Unpublished data,VLA-A,,,,,,
2003bg,53337,4.86,10820,230,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,53337,1.43,23700,510,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-A,,,,,,
2003bg,53393,8.46,6180,140,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
