,Composition,Synth. Probability,Half Heusler (F-43m),Experimental Structure,Electron Count,Label,random
1794,CaAuIn,0.008,0.110826352,MgSrSi (Pnma),22,Common non-HH Prototype,0.17
1458,GeSbTe,0.008,0.360418117,phase_separating,15,Phase Separating,-0.12
1788,HoCuB,0.008,0.519461548,phase_separating,27,Phase Separating,0.54
575,NbMoSi,0.008,0.658492174,phase_separating,15,Phase Separating,0.75
1183,CeNiAl,0.008,0.243660166,MoNiP (P-62m),16,Common non-HH Prototype,0.45
1713,ErPdSb,0.008,0,Half Heusler (F-43m),35,Half Heusler,0.72
30,MgBeB,0.008,0.478498373,[CaF2],15,Other non-HH Prototype,-0.9
1704,CaPtSb,0.008,0.111808994,MgSrSi (Pnma),23,Common non-HH Prototype,-0.51
742,MgIrB,0.008,0.360798641,[MgRhB],20,Other non-HH Prototype,-0.58
659,YbZnIn,0.008,0.123937437,AsHgK (P63/mmc),31,Common non-HH Prototype,-0.79
859,NdIrSb,0.008,0.151374333,MgSrSi (Pnma),20,Common non-HH Prototype,-0.18
157,TmPdAs,0.008,0.091413712,MgSrSi (Pnma),36,Common non-HH Prototype,-0.81
494,BaAlSn,0.008,0.314613841,[AlB2],15,Other non-HH Prototype,-0.49
888,CeMgGa,0.008,0.109619993,MoNiP (P-62m),14,Common non-HH Prototype,0.32
5,PrPdTl,0.008,0.131997226,MoNiP (P-62m),24,Common non-HH Prototype,0.38
881,NbIrSi,0.008,0.147358873,MgSrSi (Pnma),18,Common non-HH Prototype,0.41
1778,NiCdTe,0.008,0.182593222,phase_separating,28,Phase Separating,0.26
788,YbCuPb,0.008,0.095618059,AsHgK (P63/mmc),31,Common non-HH Prototype,-0.7
1078,BaGaSi,0.008,0.446241864,[AlB2],15,Other non-HH Prototype,0.59
1916,PrIrSb,0.008,0.166449277,MgSrSi (Pnma),19,Common non-HH Prototype,0.5
619,ZrVMo,0.008,0.722747674,[Laves(cub)#MgCu2],15,Other non-HH Prototype,0.27
923,EuAuIn,0.007,0.143804493,MgSrSi (Pnma),23,Common non-HH Prototype,0.35
143,URuAl,0.007,0.439967034,MoNiP (P-62m),14,Common non-HH Prototype,0.24
229,YAuSi,0.007,0.169328068,LiGaGe (P63mc),18,Common non-HH Prototype,-0.75
442,PrZnGa,0.007,0.14705029,AsHgK (P63/mmc),20,Common non-HH Prototype,0.41
485,GdMgPt,0.007,0.134492627,MoNiP (P-62m),21,Common non-HH Prototype,-0.58
879,HoNiSi,0.007,0.289473148,MgSrSi (Pnma),27,Common non-HH Prototype,0.32
628,CaMnGe,0.007,0.405450998,[PbClF],19,Other non-HH Prototype,0.35
1856,DyIrGa,0.007,0.25245345,MgSrSi (Pnma),24,Common non-HH Prototype,0.98
670,ZrVSi,0.007,0.624666693,[UP2#UAs2],13,Other non-HH Prototype,0.8
1814,ZrRuSb,0.007,0.065944676,Half Heusler (F-43m),17,Half Heusler,-0.49
1581,LiMgSb,0.007,0,Half Heusler (F-43m),16,Half Heusler,0.88
1471,MnPdTe,0.007,0.045346351,Half Heusler (F-43m),29,Half Heusler,0.56
162,EuAgBi,0.007,0.033301005,AsHgK (P63/mmc),25,Common non-HH Prototype,-0.9
538,HfPdPt,0.007,0.40287761,phase_separating,30,Phase Separating,-0.16
835,CrCoSi,0.007,0.245725977,MgSrSi (Pnma),19,Common non-HH Prototype,0.81
1820,PrAlSi,0.007,0.487008028,[ThSi2],12,Other non-HH Prototype,0.9
528,CeIrSn,0.007,0.233206303,MoNiP (P-62m),16,Common non-HH Prototype,-0.6
1833,DyPtAl,0.007,0.287820397,MgSrSi (Pnma),25,Common non-HH Prototype,-0.89
1757,ScMoSi,0.007,0.495572302,phase_separating,13,Phase Separating,-0.38
1461,TmPtBi,0.007,0,Half Heusler (F-43m),30,Half Heusler,-0.26
75,LiYSn,0.007,0.201622827,[LiYSn],10,Other non-HH Prototype,0.98
1117,VCuAl,0.007,0.422098255,phase_separating,19,Phase Separating,0.97
221,NiAlAs,0.007,0.061060898,phase_separating,18,Phase Separating,0.21
506,CuSbTe,0.007,0.257476939,phase_separating,22,Phase Separating,-0.65
910,ZrCuIn,0.007,0.135323143,phase_separating,18,Phase Separating,0.11
74,CrCoGe,0.007,0.120322819,[InNi2#Co1.75Ge],19,Other non-HH Prototype,-0.09
633,CrRhAs,0.007,0.142046896,MoNiP (P-62m),20,Common non-HH Prototype,0.97
880,TiPdAs,0.007,0.192144357,MoNiP (P-62m),25,Common non-HH Prototype,-0.19
1067,UMnFe,0.007,0.477229974,[Laves(cub)#MgCu2],18,Other non-HH Prototype,-0.37
898,FeSiSn,0.007,0.439319969,phase_separating,16,Phase Separating,0.47
81,YPtAs,0.007,0.098833869,[YPtAs],18,Other non-HH Prototype,-0.18
1182,SrZnSi,0.007,0.299648765,AsHgK (P63/mmc),24,Common non-HH Prototype,0.86
100,PrPtSi,0.007,0.459821865,[LaPtSi],19,Other non-HH Prototype,0.53
769,LaFeSi,0.007,0.529422785,[PbClF],15,Other non-HH Prototype,0.29
1852,TaCoSb,0.007,0.194806852,Half Heusler (F-43m),19,Half Heusler,-0.17
1874,ZrNiBi,0.007,0.064560656,Half Heusler (F-43m),19,Half Heusler,-0.39
1342,UIrSn,0.006,0.129424187,MoNiP (P-62m),16,Common non-HH Prototype,-0.38
711,NaAlSi,0.006,0.177979212,[PbClF],14,Other non-HH Prototype,-0.85
1072,BaAgSb,0.006,0.199063935,AsHgK (P63/mmc),24,Common non-HH Prototype,0.92
1159,CrCoAl,0.006,0.437475722,Half Heusler (F-43m),18,Half Heusler,0.83
1245,HoPdIn,0.006,0.163020176,MoNiP (P-62m),32,Common non-HH Prototype,-0.71
1099,PrCuAl,0.006,0.172758113,MoNiP (P-62m),19,Common non-HH Prototype,0.71
1102,NbFeSi,0.006,0.268355278,MgSrSi (Pnma),17,Common non-HH Prototype,-0.1
961,PuNiGa,0.006,0.276876287,MoNiP (P-62m),21,Common non-HH Prototype,-0.84
1025,MnRhSi,0.006,0.214468116,MgSrSi (Pnma),20,Common non-HH Prototype,0.78
242,ErNiSn,0.006,0.062415924,MgSrSi (Pnma),28,Common non-HH Prototype,-0.07
179,CaGaSi,0.006,0.317732106,[AlB2],15,Other non-HH Prototype,0.63
1324,HoRhSn,0.006,0.159979318,MoNiP (P-62m),26,Common non-HH Prototype,-0.11
916,CaFeSi,0.006,0.726429079,phase_separating,20,Phase Separating,-0.06
1579,ZrCrFe,0.006,0.628141081,[MgZn2],18,Other non-HH Prototype,0.13
1635,HoRhZn,0.006,0.214373813,MgSrSi (Pnma),34,Common non-HH Prototype,-0.2
811,SmCrB,0.006,0.808675874,phase_separating,17,Phase Separating,0.96
737,CeRhGe,0.006,0.348448843,MgSrSi (Pnma),16,Common non-HH Prototype,-0.64
1391,ScNiBi,0.006,0,Half Heusler (F-43m),18,Half Heusler,0.64
297,LiCaGe,0.006,0.273685122,MgSrSi (Pnma),15,Common non-HH Prototype,-0.45
47,YbPdAs,0.006,0.199828624,MoNiP (P-62m),37,Common non-HH Prototype,-0.9
122,CuPbSb,0.006,0.071008612,phase_separating,20,Phase Separating,0.88
1307,URuSn,0.006,0.216655622,MoNiP (P-62m),15,Common non-HH Prototype,0.8
141,YbCdIn,0.006,0.149928519,[CaIn2],31,Other non-HH Prototype,-0.48
1449,ScAuAl,0.006,0.164012627,[Mg2Ga],17,Other non-HH Prototype,0.89
1338,BaCaGe,0.006,0.11098883,MgSrSi (Pnma),20,Common non-HH Prototype,-0.3
778,PrScGe,0.006,0.21902637,[La2Sb],12,Other non-HH Prototype,-0.75
1556,TmIrAl,0.006,0.283487146,MgSrSi (Pnma),27,Common non-HH Prototype,-0.89
761,SmNiGe,0.006,0.219802097,MgSrSi (Pnma),22,Common non-HH Prototype,-0.54
1562,MnPdSb,0.006,0.023858256,Half Heusler (F-43m),28,Half Heusler,-0.05
191,CaCuAs,0.006,0.207856192,AsHgK (P63/mmc),24,Common non-HH Prototype,0.79
1909,CuAlSi,0.006,0.069990469,phase_separating,18,Phase Separating,-1
1793,HfNiGe,0.006,0,MgSrSi (Pnma),18,Common non-HH Prototype,0.94
1535,MgAlGe,0.006,0.169829848,phase_separating,15,Phase Separating,0.37
13,TmMgGa,0.006,0.151336018,MoNiP (P-62m),26,Common non-HH Prototype,-0.52
798,EuAuAs,0.006,0.196559495,AsHgK (P63/mmc),25,Common non-HH Prototype,-0.01
766,ScCuAl,0.006,0.212289986,[MgZn2],17,Other non-HH Prototype,0.1
1227,CaPtGa,0.006,0.2570613,MgSrSi (Pnma),21,Common non-HH Prototype,0.07
1684,DyZnIn,0.006,0.072661493,AsHgK (P63/mmc),27,Common non-HH Prototype,-0.41
1173,NdNiGe,0.006,0.23882864,MgSrSi (Pnma),20,Common non-HH Prototype,-0.04
872,GdCoGe,0.006,0.328091053,MgSrSi (Pnma),16,Common non-HH Prototype,0.07
502,GdPtSi,0.006,0.356249708,[LaPtSi],17,Other non-HH Prototype,-0.24
1721,LuNiSb,0.006,0,Half Heusler (F-43m),18,Half Heusler,-0.96
1612,GdAuPb,0.006,0,Half Heusler (F-43m),18,Half Heusler,-0.6
20,HfCuSb,0.006,0.365269728,phase_separating,20,Phase Separating,0.09
1255,TmCuPb,0.006,0,LiGaGe (P63mc),30,Common non-HH Prototype,-0.42
1564,LuAuGe,0.006,0.045934788,LiGaGe (P63mc),18,Common non-HH Prototype,-0.41
823,NbVGe,0.006,0.632443343,phase_separating,14,Phase Separating,0.63
1538,VCrSi,0.006,0.63706386,[MgZn2],15,Other non-HH Prototype,0.68
930,LaReSi,0.006,0.862642508,phase_separating,14,Phase Separating,-0.61
832,CeCoSi,0.006,0.546264193,[PbClF],16,Other non-HH Prototype,-0.41
1206,DyIrAl,0.005,0.301925429,MgSrSi (Pnma),24,Common non-HH Prototype,-0.73
336,LaRhIn,0.005,0.15208569,MoNiP (P-62m),15,Common non-HH Prototype,0.87
1442,ScPdBi,0.005,0,Half Heusler (F-43m),24,Half Heusler,0.08
308,LiCaAs,0.005,0.0889878,MgSrSi (Pnma),16,Common non-HH Prototype,-0.77
809,SmRhBi,0.005,0.022398168,MgSrSi (Pnma),22,Common non-HH Prototype,-0.29
1398,CuGeTe,0.005,0.226634995,phase_separating,21,Phase Separating,0.59
1771,MoFeGe,0.005,0,[MgZn2],18,Other non-HH Prototype,-0.15
1699,VReB,0.005,0.584521911,[CuAl2],15,Other non-HH Prototype,0.19
622,LaIrSn,0.005,0.227729234,MoNiP (P-62m),16,Common non-HH Prototype,-0.75
1346,HoCoNi,0.005,0.482290191,[Laves(cub)#MgCu2],32,Other non-HH Prototype,-0.02
1860,TmAlSi,0.005,0.436610237,[YAlGe],22,Other non-HH Prototype,-0.06
1168,PrIrSi,0.005,0.606050158,[ZrSO],18,Other non-HH Prototype,-0.74
647,HoRuSi,0.005,0.527716001,MgSrSi (Pnma),25,Common non-HH Prototype,-0.76
1122,LuAgPb,0.005,0.016536703,MoNiP (P-62m),18,Common non-HH Prototype,0.99
15,SrAuBi,0.005,0.022068373,AsHgK (P63/mmc),24,Common non-HH Prototype,0.07
1408,YbZnSn,0.005,0.05386849,LiGaGe (P63mc),32,Common non-HH Prototype,0.65
838,TiCrMn,0.005,0.599226709,[MgZn2],17,Other non-HH Prototype,-0.67
1766,TaCoAs,0.005,0.18790411,MgSrSi (Pnma),19,Common non-HH Prototype,0.29
829,VMoFe,0.005,0.586222238,phase_separating,19,Phase Separating,0.44
653,ScFeGa,0.005,0.407134061,phase_separating,14,Phase Separating,-0.39
1565,YbNiGe,0.005,0.292951327,MgSrSi (Pnma),30,Common non-HH Prototype,-0.2
1775,NdZnIn,0.005,0.054854117,AsHgK (P63/mmc),21,Common non-HH Prototype,0.21
370,SrCuSi,0.005,0.424051647,AsHgK (P63/mmc),23,Common non-HH Prototype,0.22
381,NdRhSn,0.005,0.20043783,MoNiP (P-62m),19,Common non-HH Prototype,-0.18
1201,SmAuPb,0.005,0,AsHgK (P63/mmc),23,Common non-HH Prototype,-0.15
1832,NiAlSi,0.005,0,[CaF2],17,Other non-HH Prototype,0.99
1468,AlGaGe,0.005,0.099342793,phase_separating,10,Phase Separating,0.01
1633,MnPdGe,0.005,0.193982436,MoNiP (P-62m),27,Common non-HH Prototype,-0.69
692,YbCdPb,0.005,0.07599908,MoNiP (P-62m),32,Common non-HH Prototype,0.8
117,SrCaSn,0.005,0.085037078,MgSrSi (Pnma),20,Common non-HH Prototype,-0.12
1273,PrAuPb,0.005,0,AsHgK (P63/mmc),20,Common non-HH Prototype,-0.1
1146,BaAuSi,0.005,0.571291132,[AlB2],23,Other non-HH Prototype,-0.5
618,LaAgIn,0.005,0.122238442,[AuEuGe],17,Other non-HH Prototype,-0.13
334,TaFeAl,0.005,0.412662982,[MgZn2],16,Other non-HH Prototype,0.86
1286,TbRuGe,0.005,0.409897368,MgSrSi (Pnma),23,Common non-HH Prototype,-0.66
436,NdIrGe,0.005,0.373565877,MgSrSi (Pnma),19,Common non-HH Prototype,0.52
1350,LaPtSb,0.005,0.017567792,[CaIn2],18,Other non-HH Prototype,-0.87
453,AuInPb,0.005,0.039222217,phase_separating,18,Phase Separating,0.15
362,HfOsAs,0.005,0.353787371,MoNiP (P-62m),17,Common non-HH Prototype,0.69
333,LiPtAl,0.005,0.212460662,AsHgK (P63/mmc),16,Common non-HH Prototype,-0.29
101,FeGeTe,0.005,0.282808308,phase_separating,18,Phase Separating,0.1
1203,SmLiGe,0.005,0.142100103,MoNiP (P-62m),15,Common non-HH Prototype,-0.18
808,FeCoAs,0.005,0.071277528,MoNiP (P-62m),22,Common non-HH Prototype,-0.07
1748,ZnSnAs,0.005,0.244218908,phase_separating,21,Phase Separating,0.6
1666,TiTaNi,0.005,0.476651623,phase_separating,19,Phase Separating,0.37
969,YAgSi,0.005,0.189309592,MoNiP (P-62m),18,Common non-HH Prototype,-0.81
503,ErZnIn,0.005,0.075399808,AsHgK (P63/mmc),29,Common non-HH Prototype,0.95
957,CaPtAl,0.005,0.322260884,MgSrSi (Pnma),21,Common non-HH Prototype,0.03
1816,TbRhSi,0.005,0.445873943,MgSrSi (Pnma),24,Common non-HH Prototype,-0.47
1054,CeAuAl,0.005,0.223049865,MgSrSi (Pnma),17,Common non-HH Prototype,0.81
1188,HfNbSi,0.005,0.504341438,[MgZn2],13,Other non-HH Prototype,-0.39
319,LaPdAl,0.005,0.27827366,[LaNiAl],22,Other non-HH Prototype,-0.23
89,YbPtSn,0.005,0.14767968,MoNiP (P-62m),30,Common non-HH Prototype,-0.88
1606,CdTlSb,0.005,0.098771078,MgSrSi (Pnma),20,Common non-HH Prototype,-0.16
1248,LuIrSn,0.005,0.117913786,MoNiP (P-62m),16,Common non-HH Prototype,-0.48
8,YAuGe,0.005,0.088882807,LiGaGe (P63mc),18,Common non-HH Prototype,-0.36
243,ZrZnSi,0.005,0.463019346,phase_separating,20,Phase Separating,-0.57
1654,HfFeGe,0.005,0.346920837,MoNiP (P-62m),16,Common non-HH Prototype,0.44
1566,HoPdGa,0.005,0.229412317,MgSrSi (Pnma),32,Common non-HH Prototype,-0.6
825,ZrMoSi,0.005,0.629389302,MgSrSi (Pnma),14,Common non-HH Prototype,-0.3
1720,CeCoZn,0.005,0.264446946,phase_separating,24,Phase Separating,-0.2
1714,PrPtSb,0.005,0,[NdPtSb],20,Other non-HH Prototype,-0.21
1125,TmRhSb,0.004,0.023153147,MgSrSi (Pnma),29,Common non-HH Prototype,0.04
1008,LiSrAs,0.004,0.121421564,MgSrSi (Pnma),16,Common non-HH Prototype,-0.3
1290,KMnSb,0.004,0.517670455,[PbClF],19,Other non-HH Prototype,-0.11
419,BaCdSn,0.004,0.161988118,[KHg2],24,Other non-HH Prototype,-0.54
1149,EuPdIn,0.004,0.158403364,MgSrSi (Pnma),28,Common non-HH Prototype,1
1197,TbNiIn,0.004,0.159076388,MoNiP (P-62m),24,Common non-HH Prototype,0.8
871,HfNiAl,0.004,0.235735833,MoNiP (P-62m),17,Common non-HH Prototype,-0.69
1340,LaIrGa,0.004,0.257885994,MgSrSi (Pnma),15,Common non-HH Prototype,-0.14
710,PrNiZn,0.004,0.174596309,MoNiP (P-62m),27,Common non-HH Prototype,-0.54
1811,ThRhSb,0.004,0,Half Heusler (F-43m),18,Half Heusler,-0.37
1781,LiAlSi,0.004,0,Half Heusler (F-43m),10,Half Heusler,-0.64
1220,RbCaSb,0.004,0.250639003,[PbClF],20,Other non-HH Prototype,-0.26
195,HoFeCo,0.004,0.433484547,[Laves(cub)#MgCu2],30,Other non-HH Prototype,-0.53
1210,ScIrAl,0.004,0.235418193,[MgZn2],15,Other non-HH Prototype,0.26
1590,TmAlGe,0.004,0.438741275,[YAlGe],22,Other non-HH Prototype,-0.07
19,NdPdGa,0.004,0.215800664,MgSrSi (Pnma),25,Common non-HH Prototype,-0.32
178,HoCoAl,0.004,0.281094172,[MgZn2],25,Other non-HH Prototype,-0.55
1371,LiVBi,0.004,0.435659928,Half Heusler (F-43m),13,Half Heusler,0.83
556,IrSbTe,0.004,0.239683687,[NiSbS],20,Other non-HH Prototype,0.91
96,LuNiGa,0.004,0.218183712,[HoNiGa],16,Other non-HH Prototype,0.4
860,EuCdSn,0.004,0.115653105,LiGaGe (P63mc),25,Common non-HH Prototype,0.53
1656,PrRuSn,0.004,0.283078809,MgSrSi (Pnma),17,Common non-HH Prototype,-0.53
1817,PrPdIn,0.004,0.170505186,MoNiP (P-62m),24,Common non-HH Prototype,-0.89
508,ErCrB,0.004,0.662238912,phase_separating,23,Phase Separating,0.18
1387,GdRhGa,0.004,0.238241418,MgSrSi (Pnma),15,Common non-HH Prototype,-0.7
949,HoRhIn,0.004,0.135484059,MoNiP (P-62m),25,Common non-HH Prototype,-0.15
1066,TbRhGe,0.004,0.320258231,MgSrSi (Pnma),24,Common non-HH Prototype,-0.2
1341,HoAuPb,0.004,0,Half Heusler (F-43m),28,Half Heusler,-0.81
1482,PrLiSn,0.004,0.159987765,Half Heusler (F-43m),12,Half Heusler,-0.31
1291,LiCdAs,0.004,0,Half Heusler (F-43m),20,Half Heusler,0.2
1552,FeZnBi,0.004,0.344487093,Half Heusler (F-43m),25,Half Heusler,0.65
380,YZrMo,0.004,0.634951937,phase_separating,13,Phase Separating,-0.16
325,NbSiAs,0.004,0.883076625,[UP2#UAs2],14,Other non-HH Prototype,-0.53
700,CaAlGa,0.004,0.124489115,[KHg2],14,Other non-HH Prototype,-0.21
1109,TbPdTl,0.004,0.138145146,MoNiP (P-62m),30,Common non-HH Prototype,-0.58
427,ZrCoAl,0.004,0.290578069,[MgZn2],16,Other non-HH Prototype,-0.33
1115,ZrCrAl,0.004,0.723389781,[MgZn2],13,Other non-HH Prototype,-0.16
236,LaRhSi,0.004,0.464964866,[ZrSO],16,Other non-HH Prototype,-1
1496,NpIrSn,0.004,0.185293957,MoNiP (P-62m),16,Common non-HH Prototype,0.73
1669,ZnSnPb,0.004,0.064720462,phase_separating,20,Phase Separating,0.69
10,MnPdAs,0.004,0.109545064,MoNiP (P-62m),28,Common non-HH Prototype,0.09
722,EuCuSb,0.004,0.071248195,AsHgK (P63/mmc),25,Common non-HH Prototype,0.02
472,NbCrCo,0.004,0.589724941,[MgZn2],20,Other non-HH Prototype,0.76
1444,GdPtIn,0.004,0.148743054,MoNiP (P-62m),16,Common non-HH Prototype,0.2
645,ErPtGa,0.004,0.219133939,MgSrSi (Pnma),27,Common non-HH Prototype,0.08
563,MgYIn,0.004,0.197620881,MoNiP (P-62m),14,Common non-HH Prototype,-0.36
724,HoPtIn,0.004,0.134492137,MoNiP (P-62m),26,Common non-HH Prototype,0.72
1501,TbNiSb,0.004,0,Half Heusler (F-43m),26,Half Heusler,-0.63
981,CeYMn,0.004,0.430169015,phase_separating,13,Phase Separating,0.15
1499,CrRuAs,0.003,0.166889798,MgSrSi (Pnma),19,Common non-HH Prototype,-0.38
63,YMnIn,0.003,0.47107622,[MgZn2],13,Other non-HH Prototype,-0.4
1266,DyAsTe,0.003,0.568997609,MgSrSi (Pnma),23,Common non-HH Prototype,-0.55
1883,AgAsTe,0.003,0.308352748,phase_separating,22,Phase Separating,0.47
1269,HfPdAl,0.003,0.229608307,[MgZn2],23,Other non-HH Prototype,0.45
1527,YPdGa,0.003,0.241883449,MgSrSi (Pnma),22,Common non-HH Prototype,0.11
1123,PrPdCd,0.003,0.139655017,MoNiP (P-62m),33,Common non-HH Prototype,-0.82
1873,LaPtBi,0.003,0,Half Heusler (F-43m),18,Half Heusler,0.85
1064,TiRhGe,0.003,0.139243769,[TiFeSi],17,Other non-HH Prototype,-0.41
1098,InBiSb,0.003,0.253103832,phase_separating,13,Phase Separating,0.87
1690,TiCrAl,0.003,0.796434353,[MgZn2],13,Other non-HH Prototype,-0.94
1417,TbNiPb,0.003,0.035215796,MgSrSi (Pnma),25,Common non-HH Prototype,0.33
348,GdRhIn,0.003,0.150027312,MoNiP (P-62m),15,Common non-HH Prototype,-0.19
1433,YPtGe,0.003,0.2255777,MgSrSi (Pnma),17,Common non-HH Prototype,-0.72
1235,NbPdSi,0.003,0.479907259,MgSrSi (Pnma),25,Common non-HH Prototype,-0.87
1761,MgNiSb,0.003,0,Half Heusler (F-43m),23,Half Heusler,-0.83
1622,CeLiSn,0.003,0.153906905,Half Heusler (F-43m),10,Half Heusler,-0.38
1289,CuAlPb,0.003,0.289891401,phase_separating,18,Phase Separating,-0.95
1783,TiNiGe,0.003,0,MgSrSi (Pnma),18,Common non-HH Prototype,-0.44
1676,CaPtSn,0.003,0.168437588,MgSrSi (Pnma),22,Common non-HH Prototype,0.94
658,NbNiAs,0.003,0.445584556,MgSrSi (Pnma),20,Common non-HH Prototype,-0.62
1597,TiRhSi,0.003,0.274176543,MgSrSi (Pnma),17,Common non-HH Prototype,0.87
852,PrRhZn,0.003,0.213606632,[LaNiAl],26,Other non-HH Prototype,-0.15
395,NaAuTe,0.003,0.036282073,AsHgK (P63/mmc),24,Common non-HH Prototype,-0.57
1824,YPdPb,0.003,0.034917924,MoNiP (P-62m),23,Common non-HH Prototype,-0.65
579,LuCuIn,0.003,0.115152914,MoNiP (P-62m),17,Common non-HH Prototype,0.87
671,BaZnSi,0.003,0.348457082,AsHgK (P63/mmc),24,Common non-HH Prototype,-0.97
693,ThRhAl,0.003,0.296844284,MoNiP (P-62m),16,Common non-HH Prototype,0.25
714,ZrVCr,0.003,0.713879924,[Laves(cub)#MgCu2],15,Other non-HH Prototype,-0.92
652,BaMnGe,0.003,0.600408016,[PbClF],19,Other non-HH Prototype,0.7
142,VCoB,0.003,0.415748529,phase_separating,17,Phase Separating,0.77
210,GdIrIn,0.003,0.141631904,MoNiP (P-62m),15,Common non-HH Prototype,-0.58
1719,PrIrSn,0.003,0.225494187,MoNiP (P-62m),18,Common non-HH Prototype,0.54
907,AgHgSb,0.003,0.134834901,phase_separating,28,Phase Separating,0.6
1498,DyPdPb,0.003,0.042290212,MoNiP (P-62m),32,Common non-HH Prototype,-0.32
1710,TaNbW,0.003,0.767890874,phase_separating,16,Phase Separating,-0.93
1416,GdPdTl,0.003,0.136289492,MoNiP (P-62m),22,Common non-HH Prototype,-0.93
1777,PrPtIn,0.003,0.163932223,MoNiP (P-62m),18,Common non-HH Prototype,0.77
357,EuMgPt,0.003,0.180135297,MgSrSi (Pnma),27,Common non-HH Prototype,0.95
804,VMnSb,0.003,0.155781459,[InNi2#Co1.75Ge],17,Other non-HH Prototype,-0.2
802,MnIrAl,0.003,0.510013032,[CaF2],19,Other non-HH Prototype,0.59
1209,HoCuBi,0.003,0.191312466,[None],29,Other non-HH Prototype,0.23
545,YAuIn,0.003,0.102817874,MoNiP (P-62m),17,Common non-HH Prototype,-0.16
1246,GdAuIn,0.003,0.10257976,MoNiP (P-62m),17,Common non-HH Prototype,-0.15
1830,EuZnGa,0.003,0.229720933,[KHg2],24,Other non-HH Prototype,0.35
1557,ZrMoAl,0.003,0.73502741,[MgZn2],13,Other non-HH Prototype,-0.77
1648,SmZnSn,0.003,0.182064085,[YPtAs],24,Other non-HH Prototype,0.12
531,YPtSi,0.003,0.351774148,MgSrSi (Pnma),17,Common non-HH Prototype,-0.7
1263,MnRhAs,0.003,0.104461027,MoNiP (P-62m),21,Common non-HH Prototype,0.65
1279,CdHgTl,0.003,0.065069327,phase_separating,27,Phase Separating,0.25
39,AlGaSb,0.003,0.224580892,phase_separating,11,Phase Separating,-0.54
1509,ErCuTl,0.003,0.086415019,[CaIn2],28,Other non-HH Prototype,-0.48
931,ScCoAl,0.003,0.264769007,[MgZn2],15,Other non-HH Prototype,0.78
562,TmAuIn,0.003,0.087861182,MoNiP (P-62m),29,Common non-HH Prototype,-0.62
947,NdSbTe,0.003,0.573497333,phase_separating,17,Phase Separating,0.02
1743,LuPtIn,0.003,0.107470263,MoNiP (P-62m),16,Common non-HH Prototype,-0.48
367,EuMgSn,0.003,0.117601805,MgSrSi (Pnma),21,Common non-HH Prototype,0.16
1101,PrPdPb,0.003,0.07040847,MoNiP (P-62m),25,Common non-HH Prototype,0.45
491,CaPtCd,0.003,0.110263184,MgSrSi (Pnma),30,Common non-HH Prototype,-0.76
1119,LiIrIn,0.003,0.338717741,[LiBaSi],15,Other non-HH Prototype,-0.36
688,CaCuSb,0.003,0.059485825,AsHgK (P63/mmc),24,Common non-HH Prototype,0.4
468,KSnAs,0.003,0.33444957,[KSnAs],16,Other non-HH Prototype,-0.88
185,PrPtPb,0.003,0.064791906,MoNiP (P-62m),19,Common non-HH Prototype,-0.09
1184,YbPtGa,0.003,0.22329929,MgSrSi (Pnma),29,Common non-HH Prototype,0.97
1617,CeAuZn,0.003,0.199060964,MgSrSi (Pnma),26,Common non-HH Prototype,0.74
1685,CeAuCd,0.003,0.128951151,MoNiP (P-62m),26,Common non-HH Prototype,-0.67
232,ZrRuSi,0.003,0.545993749,MoNiP (P-62m),16,Common non-HH Prototype,0.54
534,CeZnSi,0.003,0.381011068,[AlB2],19,Other non-HH Prototype,-0.77
1302,HfCoSb,0.003,0,Half Heusler (F-43m),18,Half Heusler,0.61
1601,TiRuSb,0.003,0.105684294,Half Heusler (F-43m),17,Half Heusler,-0.28
1272,ScCuPb,0.003,0,LiGaGe (P63mc),18,Common non-HH Prototype,0.74
989,NaBaBi,0.003,0.071755542,MoNiP (P-62m),20,Common non-HH Prototype,0.06
1877,CuAgIn,0.003,0.126843822,phase_separating,25,Phase Separating,0.19
1658,NaCuTe,0.002,0.080393143,[PbClF],24,Other non-HH Prototype,-0.12
1855,CaMgAu,0.002,0.147221403,MgSrSi (Pnma),27,Common non-HH Prototype,0.16
1151,MgYPt,0.002,0.137435241,MoNiP (P-62m),21,Common non-HH Prototype,0.03
1179,LaCoGe,0.002,0.326789182,[PbClF],16,Other non-HH Prototype,0.4
1786,GdZnIn,0.002,0.06816041,AsHgK (P63/mmc),18,Common non-HH Prototype,0.31
324,ErAuIn,0.002,0.092591341,MoNiP (P-62m),28,Common non-HH Prototype,-0.73
219,YbCdTl,0.002,0.146874731,[CaHg2],31,Other non-HH Prototype,0.18
1287,LaMnNi,0.002,0.387229762,phase_separating,20,Phase Separating,0.42
1250,ErFeB,0.002,0.614779312,phase_separating,25,Phase Separating,0.24
171,ErIrAl,0.002,0.289997068,MgSrSi (Pnma),26,Common non-HH Prototype,-0.5
1018,ZrCrCo,0.002,0.561253835,[MgZn2],19,Other non-HH Prototype,0.28
952,SmMgGa,0.002,0.128439591,MoNiP (P-62m),19,Common non-HH Prototype,0.67
768,PrCoSi,0.002,0.52760786,[PbClF],18,Other non-HH Prototype,-0.61
583,TiTaAl,0.002,0.720595147,phase_separating,12,Phase Separating,-0.29
7,ThCoAl,0.002,0.235896458,MoNiP (P-62m),16,Common non-HH Prototype,-0.07
